"","MMA","AIC","BIC","SAIC","SBIC","FULL","LASSO","unadj"
"0.1",0.512908088388379,0.504354153965591,0.514317897143382,0.536379007801526,0.524948868148165,0.514492705224621,0.508626165180911,0.653301362842485
"0.15",0.512146442369537,0.503529190492802,0.515947439839233,0.535149262531866,0.52556935930956,0.513818549923992,0.508259192223039,0.724601858172437
"0.2",0.512596536048898,0.503807656418044,0.518010165753175,0.534688626891422,0.526787103267228,0.513757653071818,0.508598955274077,0.79891325005421
"0.25",0.512801104085747,0.504371631841918,0.518575175619689,0.535203410212977,0.527429220001242,0.514450564094474,0.5091834789188,0.874791609240812
"0.3",0.512235561999215,0.50405091879428,0.517347305995664,0.534506164947163,0.526623312522267,0.514084872443263,0.50889337661747,0.95447378044283
"0.35",0.512290573661107,0.504429463636999,0.51654216361545,0.53439513511202,0.526610316678647,0.514361159529348,0.509430775218078,1.0391252011275
"0.4",0.512669398448441,0.505014048196415,0.515614972332745,0.534787240206506,0.526667012450212,0.514586340321833,0.509941088937018,1.1296620046675
"0.45",0.512416770364152,0.504747808705674,0.514203600094665,0.534154748662662,0.525662174869251,0.513982611685645,0.509301948180388,1.22866199313853
"0.5",0.512001717452816,0.504586852148262,0.512995045663698,0.533525428370927,0.524917324272346,0.513683518867108,0.509335187532492,1.33785312339095
"0.55",0.513140171956445,0.505370274193276,0.513606712373819,0.533783903565178,0.525822527341479,0.51405842579109,0.509671416712987,1.45972404943561
"0.6",0.51424886988804,0.506084795007806,0.514393515059062,0.533597099516014,0.52685582685944,0.514229552518101,0.510296164070054,1.60066528385885
"0.65",0.51432428653167,0.505542971579535,0.514370263482369,0.532424682358954,0.526814090644777,0.513566498507739,0.509351032725094,1.76445781211123
"0.7",0.515364394738063,0.505768748092148,0.515729315218011,0.531682928282662,0.528343443350299,0.513152441602368,0.509210041734127,1.96050246330058
"0.75",0.517312857543424,0.506347340380511,0.518198765804676,0.531078787813464,0.530748001096841,0.513119734605796,0.509688646363484,2.20846387947491
"0.8",0.520486870988264,0.508358347539135,0.523173834060158,0.531966897281677,0.535328481559447,0.514613648893889,0.511217631864215,2.5341857011439
"0.85",0.522166164905481,0.508592531068775,0.52771985027924,0.530480625995123,0.539171646921301,0.514143300614855,0.510935898863535,3.00067282701252
"0.9",0.525514732999045,0.510156931089168,0.535282967311449,0.529431252938766,0.546213297644024,0.514010241501136,0.510513887453367,3.76148872335796
