"","MMA","AIC","BIC","SAIC","SBIC","FULL","LASSO","unadj"
"0.1",0.589667472600973,0.575323337817388,0.591893051981877,0.616674616738656,0.612889992132877,0.589315517344724,0.581057969845866,0.755729799471914
"0.15",0.591503059584168,0.576318074134203,0.596254453617114,0.616291005606309,0.616175954406341,0.590192739471316,0.582422470014955,0.841508112646833
"0.2",0.5914854577724,0.57628556209455,0.598245550481328,0.615492463810077,0.617633225839039,0.590240002220198,0.582447760201471,0.92817141537981
"0.25",0.591823378627892,0.576919570689591,0.598553843439875,0.615064993053504,0.61870613666102,0.590502605490373,0.582943082277004,1.01672323638379
"0.3",0.591326999430819,0.576451027699749,0.595862168269771,0.613953527838516,0.617451861080692,0.58984964125236,0.582385935718613,1.11116037537905
"0.35",0.590832961301429,0.576263372277247,0.595074929678279,0.613017580412126,0.617443961157726,0.589729990244949,0.582854076365887,1.20823635382539
"0.4",0.589986431216799,0.575690435838209,0.593914528854641,0.611900236636113,0.616595014517648,0.588876977466976,0.581794163235796,1.31534680862773
"0.45",0.591575964712817,0.576990990389228,0.594829143255699,0.612395180257702,0.617977834539268,0.589964863735437,0.583638729864364,1.43029331402386
"0.5",0.590376458752239,0.575855898158341,0.593895575989543,0.610826574653889,0.617222106333367,0.589203009580122,0.581906030470277,1.55759219337042
"0.55",0.591393193054941,0.576620827415307,0.594340596506626,0.610609879077619,0.618229385003953,0.589187880654054,0.582860002505295,1.7014095823338
"0.6",0.592778942696188,0.577632720271838,0.595183023882274,0.610947317041936,0.619531613334057,0.590083983927025,0.583516024215978,1.86289133953351
"0.65",0.592826682328039,0.577440758359265,0.595521757802635,0.610219780197771,0.620122390873844,0.589749006220588,0.583558278468508,2.05315548644203
"0.7",0.59356015360037,0.577184441782195,0.597097851827123,0.60870978835226,0.62203900210517,0.589349978506251,0.583028116951962,2.28262933700746
"0.75",0.595896744821402,0.57862738944822,0.6008364189515,0.609004776973231,0.625470169418994,0.590307061746197,0.583897804812664,2.56984744123919
"0.8",0.598161874899557,0.579792246418743,0.605274097512042,0.608636658252333,0.629909330873418,0.590569660183339,0.584510634873282,2.94795861756331
"0.85",0.599145421891398,0.579701158921795,0.610932809239968,0.60690590818148,0.634897216901485,0.589656208999403,0.583663767764325,3.48641248523753
"0.9",0.603951432135292,0.582703279727863,0.621462275112916,0.607959989794291,0.644332799061849,0.591239431941622,0.585154359738544,4.37371072002834
