"","MMA","AIC","BIC","SAIC","SBIC","FULL","LASSO","unadj"
"0.1",0.51029214010005,0.503975864777658,0.508671467864546,0.53756407979404,0.520592838462059,0.514492705224621,0.509776822336233,0.607375316566644
"0.15",0.510925505356576,0.503505292675064,0.510027242117857,0.536248877255664,0.521738978739231,0.513818549923992,0.509555469161118,0.66120406365712
"0.2",0.512338869907745,0.50390328373852,0.512506589694367,0.536040934842438,0.523982585077596,0.513757653071818,0.510381175789405,0.716987261282704
"0.25",0.513642638208374,0.504639328131199,0.515252497731598,0.536314965909506,0.526208898058361,0.514450564094474,0.511133460102087,0.77651064254732
"0.3",0.513680675678035,0.504250421176481,0.517220918364052,0.535151226975936,0.52732756674739,0.514084872443263,0.510984480632367,0.838525993026017
"0.35",0.514674661158341,0.504662436705024,0.519603865625428,0.534953724002338,0.529074107187772,0.514361159529348,0.51171184858755,0.906236273125065
"0.4",0.515027243303739,0.505128064827109,0.52128383586396,0.535129262742055,0.530325464971252,0.514586340321833,0.512168114623147,0.978398176745393
"0.45",0.51466984109075,0.504709946493602,0.520961870443846,0.534116732180604,0.530280040710367,0.513982611685645,0.511799800607529,1.05723917231802
"0.5",0.514375841265182,0.504401423453278,0.520130982535784,0.533124250730439,0.529820006445996,0.513683518867108,0.511295249101403,1.14443593021144
"0.55",0.515194280007017,0.504989148150414,0.520275032803533,0.533294546485184,0.530593748644206,0.51405842579109,0.511797355182067,1.24404950642921
"0.6",0.516335823952792,0.505512548884726,0.521338179898608,0.532754737276188,0.532016790663024,0.514229552518101,0.512178196427982,1.36015491854958
"0.65",0.515635033047598,0.505181801465337,0.521256694584829,0.532034272463311,0.531791880480511,0.513566498507739,0.51141890105846,1.49316579294283
"0.7",0.515207263032345,0.504608593878006,0.522123855621998,0.530918382743141,0.532593165666618,0.513152441602368,0.511038833497101,1.65523386565126
"0.75",0.516008598873328,0.505195926303203,0.52322864540447,0.530772863947623,0.533979494257542,0.513119734605796,0.511171146092133,1.85881704110919
"0.8",0.517740103646188,0.506790928337902,0.526132854932338,0.531563648843098,0.536823195552938,0.514613648893889,0.512352291096803,2.12949207801878
"0.85",0.518058056389279,0.506634928043348,0.527282313956066,0.530063857931894,0.538247432661633,0.514143300614855,0.512057067238468,2.5160421573853
"0.9",0.519826359578985,0.507533774300452,0.529141101744266,0.529434235889834,0.54035036976931,0.514010241501136,0.512160032348868,3.15080384230938
