"","MMA","AIC","BIC","SAIC","SBIC","FULL","LASSO","unadj"
"0.1",0.497151162506271,0.489080432855833,0.499443561940012,0.512037333892691,0.506296653167477,0.492682337441428,0.493135817506203,0.609190406180515
"0.15",0.496931712421874,0.488842320472326,0.498654769575146,0.511480367743844,0.505814622263805,0.492454964085014,0.492568843789418,0.663290766512411
"0.2",0.497367841554109,0.489321095802864,0.498375712620445,0.511720269801993,0.505943898674369,0.492562757776902,0.492686031276357,0.720460965721122
"0.25",0.497090507713396,0.489230136176647,0.498159459076782,0.511674796118779,0.505731793013628,0.492467604241531,0.49268267635324,0.779164152560313
"0.3",0.497132357409039,0.488833953216381,0.498019362353661,0.510780506654733,0.505610249925763,0.492108554258591,0.49222042190681,0.841547695844245
"0.35",0.498043206768491,0.489889816490045,0.499114227919351,0.511700386869189,0.506555206554782,0.492690922064159,0.492870880364883,0.907586619070235
"0.4",0.498126618002502,0.48986502617355,0.499555367103365,0.511437397725112,0.506835009110899,0.492512383185422,0.492722985272651,0.979707276890007
"0.45",0.499312700733106,0.490800373497818,0.500942692398823,0.511976759106609,0.508060283468337,0.49328005716343,0.493448833874655,1.05800181317621
"0.5",0.498567329577167,0.49030613500908,0.500874520104982,0.511329729307222,0.50805539813859,0.492688588013,0.492734667266291,1.14467949950587
"0.55",0.499081092542416,0.490404724683762,0.501645257587962,0.510988780437816,0.508816104896561,0.492600298709991,0.492723802873014,1.24263820447418
"0.6",0.499463454803999,0.49080711058067,0.50222574807807,0.511054994030263,0.509741873205342,0.492515038032514,0.492561393623616,1.35526170543265
"0.65",0.50013210665742,0.490721221116744,0.502474257397064,0.510132000201094,0.510708834847059,0.491969689593929,0.492236566194174,1.48672151596844
"0.7",0.500911555524759,0.491175117498684,0.503511222259895,0.510099770302151,0.512243632482617,0.492206202840247,0.49248528119438,1.64511871998733
"0.75",0.5024184500369,0.491873209737339,0.505540514038329,0.510181700551526,0.514463095460749,0.492588306735802,0.492897798511588,1.84510660662643
"0.8",0.503850551335207,0.49214362073839,0.508465536650168,0.509505287705119,0.517280572200279,0.492401232996378,0.492582247488187,2.10914675317706
"0.85",0.505527162265354,0.493211451377752,0.513814400327949,0.509499961635828,0.521459723732935,0.492781973979063,0.49298676804003,2.48765330108616
"0.9",0.507510596987131,0.493449114919948,0.520546465941183,0.508507948785523,0.526732094415913,0.492731737092865,0.493054873185542,3.10724656699317
