"","MMA","AIC","BIC","SAIC","SBIC","FULL","LASSO","unadj"
"0.1",0.582506151930868,0.574545518392568,0.580279867250161,0.621591815001793,0.601376964406977,0.589315517344724,0.581304475408784,0.730574463786039
"0.15",0.58424764777085,0.57554863091295,0.582933383499508,0.621388207064989,0.604052339414294,0.590192739471316,0.58253282775607,0.803844486561912
"0.2",0.586710783927162,0.576152833056929,0.585808481429551,0.62019815740716,0.606493474834432,0.590240002220198,0.583842802748481,0.877585762709065
"0.25",0.588755763063335,0.576922141373037,0.588787069037117,0.619847275022196,0.609270152969625,0.590502605490373,0.584882632191928,0.956022197943128
"0.3",0.589695178877876,0.576502968971939,0.591046287301152,0.618159153727851,0.611174726019519,0.58984964125236,0.584779105220514,1.03554266383286
"0.35",0.591057449236199,0.576473708810697,0.593724466006097,0.616879356174213,0.613180165265078,0.589729990244949,0.584773143250417,1.12181018181168
"0.4",0.590302030088844,0.575415696704426,0.594968680520251,0.614795927341642,0.614058943970909,0.588876977466976,0.583777194862911,1.21478431264702
"0.45",0.592320711924782,0.576753264731124,0.5980742350742,0.614848602299055,0.616941768506564,0.589964863735437,0.585419716128803,1.31563581126671
"0.5",0.591427686417819,0.576186305711678,0.598345730186891,0.613601396636016,0.617033217570736,0.589203009580122,0.584697527262887,1.42685915571244
"0.55",0.591749151842881,0.576092910070969,0.598609794816792,0.612203374835901,0.617837570344614,0.589187880654054,0.584694857955356,1.55245165371118
"0.6",0.592495683696938,0.577101522143393,0.599139407748302,0.612926640184565,0.618910168937451,0.590083983927025,0.585515107311183,1.69759733527652
"0.65",0.592207020950467,0.576765075136736,0.599575177803811,0.611600573720941,0.618920055685436,0.589749006220588,0.585121258397286,1.86523967616868
"0.7",0.592770741218516,0.576933117573602,0.600366057731914,0.610618983299632,0.619697229736822,0.589349978506251,0.585067318803743,2.06917203469737
"0.75",0.594390350237123,0.578481640862107,0.602202950464167,0.61088495938389,0.622159715980773,0.590307061746197,0.586002277543239,2.32487578497418
"0.8",0.595076838880046,0.579037837729896,0.603326115522901,0.610232519112673,0.623697205400935,0.590569660183339,0.586639623690465,2.66157075620055
"0.85",0.596224377207141,0.579702525769544,0.605783451663202,0.609581404798062,0.626202612081043,0.589656208999403,0.586179043937448,3.14563246411312
"0.9",0.5998269751061,0.582647254757995,0.611945925823943,0.611136567547574,0.632186131356464,0.591239431941622,0.588098791268358,3.93651756055042
